Shimmer_6D72_Timestamp_Unix_CAL,Shimmer_6D72_Accel_LN_X_CAL,Shimmer_6D72_Accel_LN_Y_CAL,Shimmer_6D72_Accel_LN_Z_CAL,Shimmer_6D72_Battery_CAL,Shimmer_6D72_ECG_EMG_Status1_CAL,Shimmer_6D72_ECG_EMG_Status2_CAL,Shimmer_6D72_ECG_LA-RA_24BIT_CAL,Shimmer_6D72_ECG_LL-LA_24BIT_CAL,Shimmer_6D72_ECG_LL-RA_24BIT_CAL,Shimmer_6D72_ECG_RESP_24BIT_CAL,Shimmer_6D72_ECG_Vx-RL_24BIT_CAL,Shimmer_6D72_Gyro_X_CAL,Shimmer_6D72_Gyro_Y_CAL,Shimmer_6D72_Gyro_Z_CAL,Shimmer_6D72_Mag_X_CAL,Shimmer_6D72_Mag_Y_CAL,Shimmer_6D72_Mag_Z_CAL
ms,m/(s^2),m/(s^2),m/(s^2),mV,no_units,no_units,mV,mV,mV,mV,mV,deg/s,deg/s,deg/s,local_flux,local_flux,local_flux
1.708946482077423E12,2.369565217391304,-6.510869565,3.1304347826086953,3975.0915750915747,128,128,6.611101223361638,36.88790522669616,43.49900645,482.58442551904034,580.0185102246417,-4.870229008,4.244274809160305,0.24427480916030533,-0.077961019,0.38830584707646176,0.098950525
1.7089464820969543E12,2.3478260869565215,-6.489130435,3.152173913043478,3973.626373626373,128,128,6.8427558949894784,36.79833016375663,43.64108605874611,482.5811079241166,579.6580463240202,-2.854961832,4.229007633587786,0.030534351145038167,-0.083958021,0.39730134932533734,0.097451274
1.7089464821164856E12,2.380434782608696,-6.467391304,3.1304347826086953,3969.230769230769,128,128,7.140618221833495,36.76320693054282,43.903825152376314,482.5769969912764,580.0524073901662,-3.465648855,5.496183206,0.366412214,-0.085457271,0.39430284857571213,0.10344827586206896
1.7089464821360168E12,2.402173913043478,-6.380434783,3.1956521739130435,3973.626373626373,128,128,7.328495065,36.69786473487195,44.02635979966638,482.57815093733683,580.0689232,-2.854961832,5.679389312977099,0.5954198473282443,-0.074962519,0.3988005997001499,0.098950525
1.708946482155548E12,2.391304347826087,-6.391304348,3.1956521739130435,3973.626373626373,128,128,7.560582466194925,36.66779001567245,44.228372481867375,482.57944912665477,580.0549316471734,-2.79389313,5.358778625954198,0.7175572519083969,-0.070464768,0.3988005997001499,0.10344827586206896
1.7089464821750793E12,2.380434782608696,-6.380434783,3.1739130434782608,3972.161172161172,128,128,7.621885850654347,36.665842731695506,44.28772858234985,482.58312732972234,580.0037974123713,-3.282442748,5.526717557251908,0.7938931297709924,-0.067466267,0.39430284857571213,0.098950525
1.7089464821946106E12,2.358695652173913,-6.413043478,3.184782608695652,3973.626373626373,128,128,7.636815027810935,36.63309951,44.26991454004223,482.5836321811238,579.9616062595376,-2.79389313,5.572519083969466,0.732824427,-0.077961019,0.4017991004497751,0.11394302848575712
1.7089464822141418E12,2.402173913043478,-6.434782609,3.2065217391304346,3947.252747252747,128,128,7.707205737496107,36.52542192046904,44.232627657965146,482.5840649108964,579.9483358798428,-3.190839695,5.740458015267175,0.6564885496183206,-0.070464768,0.40629685157421286,0.10344827586206896
1.708946482233673E12,2.402173913043478,-6.434782609,3.1739130434782608,3973.626373626373,128,128,7.766345473092255,36.447819047906286,44.214164520998544,482.5842092,579.9356424731783,-3.72519084,6.061068702290076,1.0076335877862594,-0.073463268,0.39280359820089955,0.097451274
1.7089464822532043E12,2.402173913043478,-6.47826087,3.1956521739130435,3973.626373626373,128,128,7.8715709294761345,36.38081805477358,44.25238898424971,482.58399278926765,579.9426382711695,-3.374045802,6.122137404580153,0.6106870229007634,-0.077961019,0.3913043478260869,0.10344827586206896
1.7089464822727356E12,2.369565217391304,-6.47826087,3.2065217391304346,3969.230769230769,128,128,7.932874313935557,36.34987787602876,44.28275218996432,482.5856515867295,579.9362194462085,-3.374045802,6.137404580152672,0.8091603053435115,-0.077961019,0.39430284857571213,0.10344827586206896
1.7089464822922668E12,2.402173913043478,-6.445652174,3.1956521739130435,3973.626373626373,128,128,8.023603322935502,36.30321518221083,44.32681850514633,482.58767099233523,579.9390321897307,-3.175572519,6.641221374045801,0.8091603053435115,-0.073463268,0.39280359820089955,0.10194902548725637
1.708946482311798E12,2.3478260869565215,-6.402173913,3.141304347826087,3973.626373626373,128,128,8.082454572016546,36.28482417,44.367278738889546,482.58738250582013,579.9387437032156,-2.503816794,7.221374045801526,0.549618321,-0.062968516,0.3913043478260869,0.11094452773613193
1.7089464823313293E12,2.380434782608696,-6.402173913,3.152173913043478,3973.626373626373,128,128,8.146137970225569,36.22965112085952,44.37578909108509,482.5909885872589,579.6766537042444,-3.786259542,6.931297709923664,0.9618320610687022,-0.076461769,0.4002998500749625,0.10794602698650674
1.7089464823508606E12,2.358695652173913,-6.402173913,3.152173913043478,3973.626373626373,128,128,8.213860179646037,36.23996451377445,44.45382469342049,482.59618134453075,579.9303054726488,-3.175572519,6.6106870229007635,0.8549618320610687,-0.070464768,0.416791604,0.10344827586206896
