"sep=	"
Shimmer_6D72_TimestampSync_Unix_CAL	Shimmer_6D72_Accel_LN_X_CAL	Shimmer_6D72_Accel_LN_Y_CAL	Shimmer_6D72_Accel_LN_Z_CAL	Shimmer_6D72_Battery_CAL	Shimmer_6D72_ECG_EMG_Status1_CAL	Shimmer_6D72_ECG_EMG_Status2_CAL	Shimmer_6D72_ECG_LA-RA_24BIT_CAL	Shimmer_6D72_ECG_LL-LA_24BIT_CAL	Shimmer_6D72_ECG_LL-RA_24BIT_CAL	Shimmer_6D72_ECG_RESP_24BIT_CAL	Shimmer_6D72_ECG_Vx-RL_24BIT_CAL	Shimmer_6D72_Gyro_X_CAL	Shimmer_6D72_Gyro_Y_CAL	Shimmer_6D72_Gyro_Z_CAL	Shimmer_6D72_Mag_X_CAL	Shimmer_6D72_Mag_Y_CAL	Shimmer_6D72_Mag_Z_CAL	
ms	m/(s^2)	m/(s^2)	m/(s^2)	mV	no_units	no_units	mV	mV	mV	mV	mV	deg/s	deg/s	deg/s	local_flux	local_flux	local_flux	
1.710400739933014E12	2.4130434782608696	-6.4021739130434785	2.7282608695652173	3953.113553113553	128.0	128.0	3.7030129078642022	23.076180586359573	26.779193494223776	481.8297447955305	574.578303644455	-2.595419847328244	7.236641221374046	1.0534351145038168	0.16941529235382308	0.8125937031484257	0.9640179910044977	
1.710400739952546E12	2.4782608695652173	-6.413043478260869	2.684782608695652	3953.113553113553	128.0	128.0	3.7001280427131706	23.066588409732393	26.766716452445564	481.8266435654931	574.573759981842	-4.137404580152672	6.580152671755725	0.549618320610687	0.15442278860569714	0.8125937031484257	0.9565217391304347	
1.7104007399720776E12	2.4782608695652173	-6.423913043478261	2.6630434782608696	3950.18315018315	128.0	128.0	3.692122541919058	23.06615567995974	26.758278221878797	481.82823024132614	574.5761399955917	-3.969465648854962	7.145038167938931	0.8091603053435115	0.17241379310344826	0.8095952023988006	0.9640179910044977	
1.7104007399916096E12	2.510869565217391	-6.434782608695652	2.6739130434782608	3953.113553113553	128.0	128.0	3.6901752579421117	23.06168413897564	26.75185939691775	481.8296005522729	574.5738321034709	-3.969465648854962	7.190839694656488	0.8091603053435115	0.1649175412293853	0.7976011994002998	0.952023988005997	
1.7104007400111414E12	2.4891304347826084	-6.478260869565217	2.6956521739130435	3929.6703296703295	128.0	128.0	3.6800782299135006	23.05526531401459	26.735343543928092	481.82613871409166	574.5687835894565	-4.1679389312977095	8.015267175572518	0.4580152671755725	0.1634182908545727	0.8035982008995503	0.9580209895052474	
1.7104007400306733E12	2.4782608695652173	-6.467391304347826	2.684782608695652	3953.113553113553	128.0	128.0	3.6943583124111075	23.085917006244305	26.780275318655413	481.82411930848593	574.5928722134677	-3.9083969465648853	7.114503816793893	0.42748091603053434	0.17991004497751123	0.7946026986506747	0.952023988005997	
1.710400740050205E12	2.467391304347826	-6.489130434782608	2.6956521739130435	3953.113553113553	128.0	128.0	3.6881558523363895	23.10452438646846	26.79268023880485	481.8205132270472	574.5932328216115	-4.198473282442748	6.458015267175572	0.2900763358778626	0.17391304347826086	0.8215892053973013	0.9550224887556221	
1.710400740069737E12	2.467391304347826	-6.5	2.7282608695652173	3941.391941391941	128.0	128.0	3.704455340439718	23.194820665695747	26.899276006135466	481.8239029435996	574.556090182792	-3.847328244274809	6.473282442748092	0.0916030534351145	0.1664167916041979	0.8065967016491754	0.9580209895052474	
1.7104007400892688E12	2.5217391304347827	-6.467391304347826	2.6739130434782608	3953.113553113553	128.0	128.0	3.731068221457985	23.126160875101196	26.85722909655918	481.8200083756457	574.5744811981299	-4.305343511450381	5.358778625954198	0.12213740458015267	0.1664167916041979	0.8110944527736131	0.9580209895052474	
1.7104007401088008E12	2.510869565217391	-6.445652173913043	2.7065217391304346	3954.5787545787543	128.0	128.0	3.6858479602155643	23.05288530026499	26.738733260480554	481.82736478178083	574.5959013218762	-3.7404580152671754	6.809160305343511	0.2595419847328244	0.15592203898050974	0.7961019490254873	0.9475262368815592	
1.7104007401283325E12	2.4891304347826084	-6.413043478260869	2.6956521739130435	3951.6483516483513	128.0	128.0	3.6870740279047527	23.024036648754674	26.711110676659427	481.8280859980686	574.5889776455138	-3.5267175572519083	6.183206106870228	0.5954198473282443	0.1634182908545727	0.8035982008995503	0.9505247376311844	
1.7104007401478645E12	2.4891304347826084	-6.413043478260869	2.7282608695652173	3954.5787545787543	128.0	128.0	3.7090711246813686	23.070482977686286	26.779554102367655	481.82101807844856	574.6336930553548	-3.2671755725190836	6.305343511450381	0.5343511450381679	0.1619190404797601	0.7871064467766117	0.9640179910044977	
1.7104007401673962E12	2.4891304347826084	-6.489130434782608	2.75	3929.6703296703295	128.0	128.0	3.996547936981671	24.27390447543913	28.270452412420802	481.82101807844856	574.0440987401126	-4.427480916030534	6.244274809160305	0.6717557251908397	0.1619190404797601	0.7841079460269865	0.95952023988006	
1.7104007401869282E12	2.510869565217391	-6.554347826086956	2.7282608695652173	3953.113553113553	128.0	128.0	3.629304603255344	23.447390609668567	27.076695212923912	481.82794175481104	573.7910960663672	-3.068702290076336	5.862595419847328	0.6564885496183206	0.17391304347826086	0.8110944527736131	0.9685157421289355	
1.71040074020646E12	2.608695652173913	-6.391304347826087	2.5217391304347827	3953.113553113553	128.0	128.0	3.731789437745743	22.934750072330246	26.66653951007599	481.82916782250027	574.510076583633	-3.6946564885496183	-0.32061068702290074	-0.6564885496183206	0.1619190404797601	0.8125937031484257	0.9565217391304347	
1.710400740225992E12	2.369565217391304	-6.5	2.760869565217391	3941.391941391941	128.0	128.0	3.7206105852854954	23.04971194859886	26.770322533884354	481.82758114666717	574.6173214456227	-5.740458015267175	11.49618320610687	-0.04580152671755725	0.1664167916041979	0.8035982008995503	0.9505247376311844	
1.7104007402455237E12	2.4456521739130435	-6.445652173913043	2.7391304347826084	3953.113553113553	128.0	128.0	3.707917178620956	23.080219397571017	26.788136576191974	481.81935928098676	574.6527331653516	-3.099236641221374	6.625954198473282	0.3969465648854962	0.16941529235382308	0.8050974512743628	0.952023988005997	
1.7104007402650557E12	2.543478260869565	-6.304347826086956	2.6630434782608696	3953.113553113553	128.0	128.0	3.710657800514436	23.09543706124271	26.806094861757146	481.8212344433349	574.660305936373	-3.312977099236641	8.396946564885496	0.8854961832061068	0.17241379310344826	0.8020989505247376	0.9565217391304347	
1.7104007402845874E12	2.543478260869565	-6.391304347826087	2.641304347826087	3950.18315018315	128.0	128.0	3.7149850982409833	23.104380143210907	26.81936524145189	481.8226768759104	574.6691047750837	-6.091603053435114	6.290076335877862	0.5954198473282443	0.17691154422788605	0.7946026986506747	0.9565217391304347	
1.7104007403041194E12	2.467391304347826	-6.5978260869565215	2.641304347826087	3953.113553113553	128.0	128.0	3.7408046413427165	23.129117861881003	26.86992250322372	481.81993625401697	574.6850436550432	-7.908396946564885	6.152671755725191	-0.12213740458015267	0.16941529235382308	0.8125937031484257	0.9565217391304347	
1.7104007403236511E12	2.4347826086956523	-6.608695652173913	2.717391304347826	3928.205128205128	128.0	128.0	3.7536422912648075	23.151547688430274	26.90518997969508	481.8212344433349	574.693121277466	-4.916030534351145	6.687022900763359	-0.2900763358778626	0.14992503748125938	0.8095952023988006	0.9490254872563718	
