Shimmer_6D72_TimestampSync_Unix_CAL,Shimmer_6D72_Accel_LN_X_CAL,Shimmer_6D72_Accel_LN_Y_CAL,Shimmer_6D72_Accel_LN_Z_CAL,Shimmer_6D72_ECG_LA-RA_24BIT_CAL,Shimmer_6D72_ECG_LL-LA_24BIT_CAL,Shimmer_6D72_ECG_LL-RA_24BIT_CAL,Shimmer_6D72_ECG_RESP_24BIT_CAL,Shimmer_6D72_ECG_Vx-RL_24BIT_CAL
ms,m/(s^2),m/(s^2),m/(s^2),mV,mV,mV,mV,mV
1.7104000056332295E12,1.9782608695652173,-6.423913043478261,3.032608695652174,1.7558731741754026,28.375245139032025,30.131118313207427,493.1219003345848,569.3740790336227
1.7104000056527615E12,1.9782608695652173,-6.413043478260869,3.0760869565217392,1.801886773334357,28.394068884142506,30.195955657476862,493.12103487503947,569.3726366010471
1.7104000056722932E12,1.9782608695652173,-6.423913043478261,3.032608695652174,1.817465045149928,28.379356071872245,30.19682111702217,493.1332955519314,569.376531169001
1.710400005691825E12,1.9782608695652173,-6.423913043478261,3.0652173913043477,1.786380623147562,28.317836322526496,30.104216945674057,493.1400749850363,569.3887918458929
1.710400005711357E12,1.967391304347826,-6.413043478260869,3.0760869565217392,1.7661865670903407,28.238718895759455,30.004905462849795,493.1487295804894,569.3873494133175
1.7104000057308887E12,1.9782608695652173,-6.423913043478261,3.0869565217391304,1.7614265395911384,28.22883823261717,29.99026477220831,493.14043559318014,569.3951385492252
1.7104000057504207E12,1.9891304347826086,-6.391304347826087,3.0543478260869565,1.765032621029928,28.203884149060745,29.968916770090672,493.1615672304115,569.4189386867212
1.7104000057699524E12,2.010869565217391,-6.369565217391304,3.0760869565217392,1.7636623100831879,28.125271573695134,29.88893388377832,493.16733696071356,569.4761311383404
1.7104000057894844E12,1.9891304347826086,-6.380434782608695,3.0978260869565215,2.0499130546943016,28.582234213618545,30.632147268312846,493.11959244246395,569.3557601399136
1.710400005809016E12,2.032608695652174,-6.380434782608695,3.0978260869565215,2.0599379610941364,29.132594362806604,31.19253232390074,493.1579611489727,568.9803670621357
1.710400005828548E12,1.9891304347826086,-6.369565217391304,3.108695652173913,1.7604168367882773,28.113732113091007,29.874148949879284,493.17555882639397,569.2265903027762
1.7104000058480798E12,2.0,-6.293478260869565,2.9891304347826084,1.7994346379559802,28.193354391259483,29.992789029215462,493.22337546627233,569.4737511245908
1.7104000058676118E12,1.9456521739130435,-6.304347826086956,3.152173913043478,1.8011655570465992,28.199484729705425,30.000650286752023,493.19503166616346,569.4933682076178
1.7104000058871436E12,2.0217391304347827,-6.391304347826087,3.0652173913043477,1.811190463446434,28.197393202470927,30.00858366591736,493.1829873541579,569.5152931827656
