Shimmer_6D72_TimestampSync_Unix_CAL,Shimmer_6D72_Accel_LN_X_CAL,Shimmer_6D72_Accel_LN_Y_CAL,Shimmer_6D72_Accel_LN_Z_CAL,Shimmer_6D72_ECG_LA-RA_24BIT_CAL,Shimmer_6D72_ECG_LL-LA_24BIT_CAL,Shimmer_6D72_ECG_LL-RA_24BIT_CAL,Shimmer_6D72_ECG_RESP_24BIT_CAL,Shimmer_6D72_ECG_Vx-RL_24BIT_CAL
ms,m/(s^2),m/(s^2),m/(s^2),mV,mV,mV,mV,mV
1.7089489852497637E12,2.4456521739130435,-6.391304347826087,3.5543478260869565,0.4066217430379085,13.426955750817747,13.833577493855655,498.6578844377857,215.13362588091206
1.7089489852692954E12,2.4130434782608696,-6.391304347826087,3.5652173913043477,0.39529864732010933,13.43135517017307,13.82665381749318,498.6511050046808,215.0552296704328
1.7089489852888271E12,2.4456521739130435,-6.423913043478261,3.532608695652174,0.39594774197909144,13.435610346270842,13.831558088249933,498.6399982738493,215.13420285394227
1.708948985308359E12,2.4239130434782608,-6.4021739130434785,3.510869565217391,0.40820841887097586,13.423710277522837,13.831918696393812,498.66949602001864,215.0138318555155
1.7089489853278906E12,2.4239130434782608,-6.391304347826087,3.510869565217391,0.4210460687930666,13.464531119409935,13.885577188203001,498.6596153568763,215.06734610406713
1.7089489853474224E12,2.4130434782608696,-6.369565217391304,3.532608695652174,0.44657712537969657,13.465901430356674,13.91247855573637,498.6657456953223,215.06251395493913
1.708948985366954E12,2.4347826086956523,-6.369565217391304,3.5543478260869565,0.445062571175405,13.475854215127733,13.920916786303138,498.66322143831513,215.00322997608544
1.7089489853864858E12,2.4347826086956523,-6.391304347826087,3.5760869565217392,0.4284024749281973,13.489557324595134,13.91795979952333,498.6593268703612,215.02666950543758
1.7089489854060178E12,2.4347826086956523,-6.413043478260869,3.510869565217391,0.4047465806897379,13.436692170702479,13.841438751392216,498.66451962763307,214.99010383964824
1.7089489854255496E12,2.4456521739130435,-6.380434782608695,3.510869565217391,0.39731805292583144,13.427676967105505,13.824995020031336,498.6726693716848,215.01787066672694
1.7089489854450813E12,2.4239130434782608,-6.391304347826087,3.543478260869565,0.38087432156495116,13.43546610301329,13.816340424578241,498.6555044240361,214.98981535313314
1.708948985464613E12,2.4130434782608696,-6.4021739130434785,3.543478260869565,0.38808648444253024,13.433013967634913,13.821100452077443,498.6505280316506,215.03272772225475
1.7089489854841448E12,2.4347826086956523,-6.413043478260869,3.5543478260869565,0.37308518565716575,13.443615847064954,13.81670103272212,498.6485086260449,214.96514975609182
1.7089489855036765E12,2.4456521739130435,-6.380434782608695,3.543478260869565,0.6586868356092973,13.693877898916949,14.352564734526245,498.6487249909312,214.90550516909423
1.7089489855232083E12,2.4565217391304346,-6.391304347826087,3.532608695652174,0.773215982105253,13.877571687408889,14.650787669514141,498.65658624846776,214.65971465822633
1.70894898554274E12,2.5217391304347827,-6.315217391304348,3.25,0.43965344901722064,13.461790497516454,13.901443946533675,498.65355714005915,214.93045925265065
1.7089489855622717E12,2.260869565217391,-6.369565217391304,3.9456521739130435,0.4230654743987888,13.492947041147596,13.916012515546385,498.6632935599439,214.87081466565309
1.7089489855818035E12,2.467391304347826,-6.413043478260869,3.3043478260869565,0.4320085563669868,13.479460296566524,13.91146885293351,498.66552933043596,214.93190168522617
1.7089489856013352E12,2.4565217391304346,-6.358695652173913,3.641304347826087,0.42407517720164983,13.50145739334314,13.925532570544789,498.6650244790345,214.87651227432636
1.708948985620867E12,2.467391304347826,-6.3478260869565215,3.358695652173913,0.43821101644170485,13.491576730200855,13.92978774664256,498.6632935599439,214.79501483380972
1.7089489856403987E12,2.402173913043478,-6.413043478260869,3.5869565217391304,0.4465050037509208,13.51631444887095,13.962819452621872,498.6568026133541,214.8320132293717
1.7089489856599304E12,2.4130434782608696,-6.423913043478261,3.5217391304347827,0.45984750507444205,13.53398424792102,13.993831752995463,498.6444698148334,214.7667431553296
1.7089489856794622E12,2.4565217391304346,-6.413043478260869,3.5652173913043477,0.48061853416186984,13.568674751362176,14.049293285524046,498.65269168051384,214.85069273122463
1.708948985698994E12,2.467391304347826,-6.413043478260869,3.4565217391304346,0.5176890513526263,13.598172497531474,14.1158615488841,498.6495183288477,214.75909826267937
1.7089489857185256E12,2.467391304347826,-6.369565217391304,3.467391304347826,0.5660826642611819,13.650244313507594,14.216326977768777,498.6553601807786,214.82314226903227
1.7089489857380574E12,2.4456521739130435,-6.369565217391304,3.5,0.5806512332738917,13.698421561529823,14.279072794803715,498.66199537062596,214.7086852441651
1.708948985757589E12,2.4239130434782608,-6.380434782608695,3.467391304347826,0.568102069866904,13.699647629219012,14.267749699085917,498.65146561282467,214.75974735733837
1.7089489857771208E12,2.402173913043478,-6.4021739130434785,3.532608695652174,0.5081689963542219,13.619953229421764,14.128122225775986,498.6462728555528,214.66541226689964
1.7089489857966526E12,2.4782608695652173,-6.391304347826087,3.510869565217391,0.4547268694313609,13.547759479017197,14.002486348448558,498.6557929105512,214.65957041496878
1.7089489858161846E12,2.5,-6.413043478260869,3.532608695652174,0.42256062299735825,13.4795324181953,13.902093041192657,498.6553601807786,214.65279098186386
1.7089489858357163E12,2.4782608695652173,-6.413043478260869,3.5543478260869565,0.41405027080181495,13.483499107777968,13.897549378579782,498.65514381589225,214.61442227535514
1.708948985855248E12,2.5,-6.434782608695652,3.4239130434782608,0.4141945140593665,13.448087388049053,13.86228190210842,498.66581781695106,214.5966803546763
1.7089489858747798E12,2.467391304347826,-6.4021739130434785,3.510869565217391,0.4165745278089676,13.444769793125367,13.861344320934334,498.63992615222054,214.56530744615884
1.7089489858943115E12,2.467391304347826,-6.326086956521739,3.5,0.424363663716753,13.440730981913923,13.865094645630675,498.6389164494177,214.57251960903642
1.7089489859138433E12,2.4565217391304346,-6.391304347826087,3.543478260869565,0.4223442581110309,13.45176559111662,13.87410984922765,498.6379067466148,214.53703576767873
1.708948985933375E12,2.4782608695652173,-6.391304347826087,3.5217391304347827,0.43828313807048064,13.439649157482286,13.877932295552768,498.63870008453137,214.6074264773639
1.7089489859529067E12,2.4782608695652173,-6.4021739130434785,3.5543478260869565,0.43345098894250267,13.44368796869373,13.877138957636234,498.65983172176266,214.519582333515
1.7089489859724385E12,2.5,-6.434782608695652,3.543478260869565,0.42854671818574885,13.462655957061765,13.891202675247513,498.64526315275,214.55355162066837
1.7089489859919702E12,2.467391304347826,-6.391304347826087,3.532608695652174,0.4209739471642908,13.453568631836015,13.874542579000305,498.6484365044161,214.47703057253727
1.708948986011502E12,2.4782608695652173,-6.4021739130434785,3.5543478260869565,0.42320971765634036,13.456597740244598,13.879807457900938,498.64346011203054,214.5296072399148
1.7089489860310337E12,2.4565217391304346,-6.380434782608695,3.5,0.42176728508082456,13.44714980687497,13.868917091955794,498.6498789369916,214.48474758681627
1.7089489860505654E12,2.4565217391304346,-6.380434782608695,3.5,0.4261667044361478,13.43957703585351,13.865743740289657,498.6515377344534,214.53847820025425
1.7089489860700972E12,2.4782608695652173,-6.358695652173913,3.543478260869565,0.416430284551416,13.440154008883717,13.856584293435132,498.6512492479383,214.58167905589093
1.708948986089629E12,2.4891304347826084,-6.380434782608695,3.5543478260869565,0.41138177053711067,13.442894630777197,13.854276401314307,498.66069718130797,214.47703057253727
1.7089489861091606E12,2.5,-6.380434782608695,3.543478260869565,0.42198364996715193,13.422700574719975,13.844684224687127,498.64194555782626,214.50833135942597
