Shimmer_6D72_TimestampSync_Unix_CAL,Shimmer_6D72_Accel_LN_X_CAL,Shimmer_6D72_Accel_LN_Y_CAL,Shimmer_6D72_Accel_LN_Z_CAL,Shimmer_6D72_ECG_LA-RA_24BIT_CAL,Shimmer_6D72_ECG_LL-LA_24BIT_CAL,Shimmer_6D72_ECG_LL-RA_24BIT_CAL,Shimmer_6D72_ECG_RESP_24BIT_CAL,Shimmer_6D72_ECG_Vx-RL_24BIT_CAL
ms,m/(s^2),m/(s^2),m/(s^2),mV,mV,mV,mV,mV
1.7089496576164087E12,3.119565217391304,-6.195652173913043,4.315217391304348,14.519454183513426,-1.9126655951339728,12.606788588379453,482.4843928199283,600.8037472729382
1.708949657635941E12,3.0869565217391304,-6.173913043478261,4.326086956521739,14.505246222644596,-1.846818548061675,12.65842767458292,482.4855467659887,600.7867986901759
1.7089496576554731E12,3.0760869565217392,-6.195652173913043,4.326086956521739,14.410911132205861,-1.80527648988682,12.60563464231904,482.48655646879155,600.7637918905964
1.7089496576750054E12,3.0978260869565215,-6.195652173913043,4.33695652173913,14.37254242569714,-1.8220087077628033,12.550533717934337,482.486412225534,600.7450402671147
1.7089496576945376E12,3.108695652173913,-6.184782608695652,4.380434782608695,14.343333166042944,-1.836288790260408,12.507044375782536,482.487061320193,600.7371790095782
1.7089496577140696E12,3.119565217391304,-6.173913043478261,4.315217391304348,14.34665076096663,-1.872565969534632,12.474084791431999,482.48872011765485,600.7339335362832
1.7089496577336018E12,3.0652173913043477,-6.206521739130435,4.304347826086956,14.358550829714636,-1.8666519959750172,12.491898833739619,482.4889364825412,600.7133067504534
1.708949657753134E12,3.141304347826087,-6.163043478260869,4.260869565217392,14.355449599677277,-1.8652095633995014,12.490240036277775,482.4921098342073,600.7247019677999
1.7089496577726663E12,3.0652173913043477,-6.206521739130435,4.326086956521739,14.366700573766302,-1.8535979811665992,12.513102592599703,482.4893692123138,600.712152804393
1.7089496577921982E12,3.0543478260869565,-6.195652173913043,4.271739130434782,14.384514616073922,-1.8533816162802719,12.53113299979365,482.4876382932232,600.7145328181425
1.7089496578117305E12,3.0652173913043477,-6.228260869565217,4.358695652173913,14.39670317133703,-1.878047213321592,12.518655958015438,482.491244374662,600.7221777107928
